transaction_id,user_id,transaction_amount,transaction_time,transaction_type
97737,22,20.59,2024-07-29 21:06:24.352789,travel
35150,759,-49.02,2024-07-15 09:18:45.338153,transport
59499,897,53.46,2024-07-15 06:43:37.378723,entertainment
79918,282,36.66,2024-07-06 11:37:03.292703,health
25851,32,9.49,2024-07-31 06:49:31.183617,travel
75928,988,42.65,2024-07-28 16:28:38.574120,services
73205,516,17.25,2024-07-19 18:43:50.680603,health
46450,570,2328.24,2024-07-02 16:48:22.077705,
3613,294,13.73,2024-07-23 23:15:52.848152,transport
87974,779,16.88,2024-07-15 02:02:43.203683,entertainment
32150,142,45.18,2024-07-13 17:35:02.275043,transport
52971,471,50.47,2024-07-01 03:58:15.466226,health
97548,166,58.4,2024-07-24 22:07:45.019240,travel
60532,49,66.07,2024-07-17 21:45:42.660393,health
56911,927,59.12,2024-07-10 13:43:06.181214,transport
540,340,14.2,2024-07-31 10:23:26.038835,health
88184,186,70.39,2024-07-01 17:25:57.702147,travel
57493,969,59.24,2024-07-27 01:47:26.227890,entertainment
74161,44,70.32,2024-07-20 18:42:03.022465,travel
68274,258,74.1,2024-07-07 06:51:37.359856,health
41,837,1.01,2024-07-09 04:45:18.385838,travel
767,39,97.66,2024-07-12 17:43:21.711763,
85445,180,73.97,2024-07-26 18:20:16.673248,entertainment
19678,978,-5.6,2024-07-04 03:31:23.881638,entertainment
99095,630,-60.68,2024-07-28 23:39:19.962234,travel
51161,585,5.07,2024-07-22 00:44:40.374975,transport
44180,306,24.83,2024-07-01 10:41:15.999912,entertainment
6708,900,31.0,2024-07-13 01:18:09.384970,entertainment
88888,370,97.27,2024-07-12 21:05:39.089369,health
85065,80,36.68,2024-07-06 14:53:57.840800,travel
2113,803,19.11,2024-07-29 03:47:16.842474,transport
44596,422,58.71,2024-07-12 13:17:28.061792,travel
16335,803,7971.67,2024-07-28 22:13:42.091691,transport
39772,396,90.28,2024-07-17 15:10:16.298468,transport
5271,16,16.32,2024-07-19 07:07:29.686025,transport
98296,165,27.04,2024-07-21 03:57:39.310172,health
60205,277,8639.79,2024-07-08 08:02:46.082474,services
32818,247,9.42,2024-07-15 14:52:17.924982,entertainment
86575,566,40.98,2024-07-11 00:18:48.868179,entertainment
15317,893,64.6,2024-07-02 07:38:55.772616,health
11509,925,7.41,2024-07-17 23:15:31.343291,entertainment
43671,845,81.06,2024-07-20 18:08:18.524755,health
40850,813,90.42,2024-07-13 16:58:57.405607,entertainment
11500,740,85.77,2024-07-25 23:57:47.640434,entertainment
512,752,23.07,2024-07-24 09:04:10.165929,health
99913,916,93.57,2024-07-17 00:41:11.817602,travel
87308,377,-23.52,2024-07-27 02:14:16.387550,services
41853,522,87.79,2024-07-02 02:48:26.020455,travel
95692,55,77.73,2024-07-25 16:59:28.618717,travel
95565,841,41.41,2024-07-18 04:07:42.290372,health
52665,368,74.49,2024-07-21 03:44:42.262764,travel
55802,317,55.35,2024-07-12 08:10:04.661895,services
31452,25,-11.0,2024-07-23 15:54:07.502774,transport
76651,774,-60.42,2024-07-20 01:44:12.637187,transport
65013,175,6.71,2024-07-07 01:45:38.153942,transport
63760,801,7.74,2024-07-21 17:20:21.851545,travel
94080,269,5.5,2024-07-18 07:53:47.082796,entertainment
58820,671,52.44,2024-07-19 05:11:05.384401,services
39680,598,25.82,2024-07-16 22:50:33.059052,health
62338,457,-80.53,2024-07-08 02:32:37.219608,entertainment
70671,223,74.81,2024-07-03 01:06:13.614476,transport
94618,883,77.94,2024-07-08 11:35:15.943762,health
1491,181,89.49,2024-07-16 06:30:15.835343,transport
68410,13,95.5,2024-07-20 02:22:45.367085,services
4420,48,58.41,2024-07-02 11:58:11.339217,services
28407,878,72.81,2024-07-27 18:49:40.422513,transport
20064,947,59.14,2024-07-30 10:19:35.960402,travel
60173,153,99.23,2024-07-29 18:26:56.020426,entertainment
5200,344,13.76,2024-07-13 13:54:36.908785,services
59362,617,84.56,2024-07-04 00:56:39.577928,health
36802,260,52.34,2024-07-05 04:02:30.656848,transport
46077,469,-75.59,2024-07-12 14:15:49.565094,services
75627,725,53.92,2024-07-09 06:43:15.338520,travel
87934,301,65.39,2024-07-05 03:43:20.995970,services
97736,113,-73.3,2024-07-07 18:21:02.424021,services
80355,354,47.88,2024-07-14 10:26:50.593082,travel
12238,784,-41.5,2024-07-30 17:54:51.653926,health
51852,904,57.24,2024-07-15 07:12:01.593773,health
94542,65,20.59,2024-07-01 04:46:46.890308,travel
50680,742,17.46,2024-07-13 16:20:38.474209,transport
75482,831,21.19,2024-07-15 17:47:51.014520,travel
38812,437,40.12,2024-07-01 11:07:04.517610,entertainment
67216,322,3692.61,2024-07-30 18:28:12.059936,health
10707,21,-38.34,2024-07-14 05:08:11.473282,services
97763,675,73.09,2024-07-10 02:34:27.640134,health
34507,897,89.71,2024-07-31 06:01:28.824469,travel
33589,825,35.95,2024-07-12 17:16:58.707288,transport
8270,81,68.62,2024-07-04 15:40:32.996303,transport
34411,234,56.02,2024-07-01 20:56:25.538281,services
9396,34,5.16,2024-07-16 05:01:50.478326,services
32854,0,95.82,2024-07-03 06:45:26.806555,entertainment
92711,735,78.83,2024-07-09 20:01:15.244193,health
9804,80,71.88,2024-07-08 22:40:09.396796,travel
75783,981,15.94,2024-07-28 20:59:59.369169,entertainment
39122,382,74.22,2024-07-19 20:12:49.394569,services
81305,518,25.44,2024-07-15 11:09:23.823754,transport
87864,481,10.33,2024-07-03 00:43:10.313998,travel
54300,857,62.27,2024-07-22 06:02:18.215266,health
2291,201,-92.88,2024-07-11 16:19:21.586335,travel
81772,110,36.29,2024-07-25 04:40:40.631356,entertainment
36371,361,52.52,2024-07-14 01:56:51.620733,travel
16776,457,-23.93,2024-07-30 08:42:51.426802,transport
24130,906,30.5,2024-07-02 01:11:33.685648,entertainment
78936,745,95.85,2024-07-31 07:26:17.094169,services
6228,220,91.29,2024-07-31 06:03:27.503341,health
3652,250,6596.22,2024-07-27 08:20:59.541566,travel
5164,579,58.32,2024-07-10 17:45:34.956949,entertainment
42653,324,26.33,2024-07-06 03:20:45.364307,
33769,776,56.61,2024-07-25 01:20:50.783234,travel
35411,479,35.35,2024-07-26 07:22:26.083828,health
25041,214,62.59,2024-07-30 15:11:02.092644,health
26101,780,83.56,2024-07-28 19:33:30.918283,services
41978,614,48.66,2024-07-15 07:23:57.636282,travel
39129,578,48.92,2024-07-22 21:51:18.694042,health
23961,292,48.7,2024-07-11 00:53:37.266855,travel
15504,474,14.49,2024-07-03 10:52:05.159940,transport
7612,343,-8.14,2024-07-03 01:09:14.612942,services
6181,14,7.08,2024-07-09 18:52:11.769374,health
83499,436,24.43,2024-07-03 23:37:16.280941,entertainment
65976,37,-10.26,2024-07-18 10:38:05.692378,transport
27472,163,28.34,2024-07-05 05:48:42.091230,entertainment
25779,432,62.8,2024-07-22 23:51:10.770568,travel
48784,404,6.2,2024-07-05 06:47:25.430832,transport
85138,410,93.32,2024-07-20 18:16:07.171314,travel
65878,511,73.51,2024-07-01 05:34:53.279849,travel
30021,687,77.49,2024-07-26 02:46:28.508464,health
83134,417,54.55,2024-07-27 11:08:09.893242,transport
57682,716,13.87,2024-07-17 17:11:10.930730,services
502,431,25.7,2024-07-12 14:04:43.893912,health
47471,660,77.37,2024-07-23 14:38:11.329580,services
2812,297,42.54,2024-07-31 11:57:02.076012,health
76931,528,36.78,2024-07-13 16:55:25.102557,
83290,823,21.39,2024-07-31 06:04:08.540789,health
26025,801,51.63,2024-07-15 20:29:43.509965,health
57054,419,72.64,2024-07-28 07:28:20.687571,travel
35303,115,82.27,2024-07-09 10:08:10.878753,health
61318,97,66.19,2024-07-24 16:18:09.373508,health
65034,279,70.58,2024-07-15 18:54:23.530999,travel
13066,62,97.39,2024-07-15 01:52:01.080622,health
20278,365,36.55,2024-07-01 04:00:26.243317,transport
40987,465,1221.55,2024-07-12 00:27:29.935911,entertainment
6774,855,11.2,2024-07-21 11:44:17.650815,services
19891,577,-69.15,2024-07-20 13:17:53.229984,services
80792,506,65.31,2024-07-21 01:53:34.366653,entertainment
67975,540,38.96,2024-07-17 01:38:58.537639,health
63108,189,59.95,2024-07-19 12:11:17.470996,services
72628,427,41.04,2024-07-15 02:25:16.302326,health
72015,202,27.85,2024-07-06 09:03:03.376945,services
60336,661,25.77,2024-07-15 00:02:56.540075,travel
84676,435,74.32,2024-07-16 18:09:55.204432,services
36318,509,93.11,2024-07-22 22:24:24.290697,transport
50150,112,46.43,2024-07-11 11:59:00.671450,services
84853,164,74.62,2024-07-05 08:12:52.786816,transport
33797,712,98.2,2024-07-18 03:06:06.788489,travel
40030,661,-54.67,2024-07-22 23:14:32.294856,entertainment
71318,581,22.43,2024-07-14 22:31:21.229660,health
77525,717,91.31,2024-07-13 20:09:43.638430,transport
79681,77,54.29,2024-07-12 10:08:14.405974,health
49054,529,15.49,2024-07-28 14:31:11.381599,travel
26515,43,11.32,2024-07-16 15:47:29.964176,
11769,422,39.59,2024-07-15 20:49:14.702047,entertainment
638,654,81.55,2024-07-24 23:06:59.902978,transport
51331,764,100.0,2024-07-13 01:10:01.906737,travel
57919,408,-1.48,2024-07-27 04:48:55.657935,health
75497,498,23.91,2024-07-03 03:16:11.970227,entertainment
92519,416,-36.52,2024-07-02 12:19:45.614978,services
98413,69,7439.98,2024-07-11 20:15:51.110376,transport
37588,598,16.89,2024-07-27 23:28:08.042242,travel
23630,852,20.19,2024-07-06 21:41:10.790998,entertainment
21864,263,16.64,2024-07-19 14:24:27.978992,travel
71223,460,2.26,2024-07-02 05:26:02.579069,
46489,15,15.51,2024-07-14 13:33:43.194411,travel
71599,449,28.19,2024-07-02 16:55:32.554293,health
34300,339,75.13,2024-07-16 02:26:01.185215,transport
37623,775,70.96,2024-07-21 14:06:41.638466,health
15507,139,65.65,2024-07-23 21:09:50.726639,entertainment
17216,388,45.01,2024-07-08 11:43:32.397000,entertainment
4258,140,93.9,2024-07-08 05:49:22.658287,transport
24966,163,16.74,2024-07-08 06:17:20.890878,health
29714,699,63.24,2024-07-02 22:11:10.458937,entertainment
92471,759,59.92,2024-07-06 00:43:03.027868,entertainment
86545,223,6137.22,2024-07-25 09:14:19.189363,entertainment
28211,193,55.73,2024-07-14 23:10:48.560138,travel
16976,920,88.2,2024-07-17 11:38:41.678675,transport
5841,355,82.44,2024-07-19 14:10:18.765538,health
16756,489,97.38,2024-07-20 10:38:53.168958,services
90092,803,13.37,2024-07-27 08:30:32.698304,services
41409,194,99.31,2024-07-21 05:25:33.927116,
89265,675,40.32,2024-07-18 16:57:56.321092,services
82058,450,37.64,2024-07-12 13:50:29.089475,travel
73969,942,43.79,2024-07-08 00:55:53.502731,travel
75535,526,62.51,2024-07-11 13:48:24.435335,transport
62503,607,12.22,2024-07-03 09:05:44.164789,services
80693,184,56.25,2024-07-08 23:46:47.843995,health
96011,829,51.2,2024-07-19 23:50:12.765372,entertainment
17092,533,8363.43,2024-07-17 18:31:33.085067,services
5865,763,74.87,2024-07-31 21:52:27.287241,travel
33667,62,-72.48,2024-07-28 02:17:22.108126,transport
21271,198,60.11,2024-07-19 14:19:41.715809,travel
24266,548,57.47,2024-07-21 22:01:32.237380,services
72634,373,75.23,2024-07-06 23:24:17.045170,services
36312,123,31.48,2024-07-06 02:20:41.176591,entertainment
56929,590,66.26,2024-07-31 22:44:27.252800,transport
6724,57,15.21,2024-07-21 03:42:18.612898,services
48700,610,69.03,2024-07-19 11:07:21.079205,services
20376,735,88.98,2024-07-28 17:03:51.403332,travel
25298,205,5.14,2024-07-08 23:32:09.559742,health
26487,943,93.74,2024-07-15 19:29:42.507324,transport
61310,860,70.98,2024-07-18 17:13:12.065594,transport
9665,686,70.35,2024-07-24 19:09:28.108310,services
11816,251,39.84,2024-07-29 05:07:36.228581,health
13077,106,30.5,2024-07-14 13:05:47.668668,entertainment
97333,195,53.7,2024-07-01 09:09:07.802151,entertainment
32590,247,-40.86,2024-07-28 04:06:38.351739,health
91799,666,58.82,2024-07-30 19:22:03.879655,entertainment
36922,19,87.1,2024-07-02 00:40:28.635844,transport
2267,564,19.1,2024-07-01 14:19:59.618513,transport
17343,629,9890.36,2024-07-26 10:13:22.790655,
11625,601,-30.27,2024-07-06 03:58:50.855764,
39330,530,-15.33,2024-07-08 03:41:53.306246,health
67907,621,39.88,2024-07-12 15:47:17.648482,services
27270,164,12.13,2024-07-15 07:20:26.090991,transport
28508,232,59.3,2024-07-21 05:28:39.367580,transport
60481,746,33.13,2024-07-19 14:57:06.940934,health
11069,962,29.08,2024-07-15 13:27:12.264389,transport
76862,439,85.86,2024-07-01 20:06:59.334649,entertainment
17703,74,71.92,2024-07-24 00:19:07.965006,services
96038,923,71.78,2024-07-13 19:45:04.624074,transport
1340,412,83.28,2024-07-02 15:53:16.155272,travel
49740,64,2174.52,2024-07-21 11:24:03.483982,services
26408,986,46.02,2024-07-02 11:36:36.916492,entertainment
60724,499,69.31,2024-07-27 14:12:14.623293,health
87014,380,57.23,2024-07-05 06:39:10.951260,travel
59339,620,44.95,2024-07-26 21:46:44.505720,entertainment
32665,528,73.12,2024-07-20 20:08:30.818228,health
27476,250,68.64,2024-07-24 10:37:02.929696,health
15766,785,9.81,2024-07-14 16:53:12.256260,services
5435,818,50.71,2024-07-04 01:06:12.758748,health
65450,509,84.39,2024-07-16 05:34:12.915119,services
20426,670,40.08,2024-07-27 06:57:05.851167,travel
15217,978,63.61,2024-07-09 16:25:18.810130,health
36549,984,8.43,2024-07-16 03:29:05.303362,services
53104,191,77.47,2024-07-05 23:09:10.139816,health
41091,189,1.34,2024-07-24 09:54:27.460611,services
78615,535,1.01,2024-07-22 10:41:10.898951,health
31976,434,28.33,2024-07-09 09:15:20.985254,health
8455,218,68.27,2024-07-22 16:30:52.141175,transport
91708,587,30.79,2024-07-01 05:00:28.887924,entertainment
46036,284,82.07,2024-07-19 18:53:25.788036,entertainment
68405,321,49.13,2024-07-03 18:01:10.837226,transport
88732,185,28.49,2024-07-18 07:28:28.872452,entertainment
94523,603,61.79,2024-07-14 02:16:18.914332,travel
76230,39,98.81,2024-07-21 18:19:35.606129,health
2976,129,25.67,2024-07-31 01:11:53.229844,entertainment
34305,45,-69.16,2024-07-17 08:15:10.190394,services
11135,354,59.63,2024-07-17 04:05:01.821692,services
57456,498,-82.65,2024-07-08 04:42:47.176644,health
3514,329,94.61,2024-07-17 22:54:04.077347,services
91322,726,4.29,2024-07-22 12:56:30.477176,services
213,569,14.51,2024-07-06 16:28:07.619923,travel
33251,55,86.64,2024-07-13 02:20:19.915291,entertainment
73258,347,3.82,2024-07-25 21:24:40.775325,health
1524,362,-5.51,2024-07-26 16:56:53.527115,transport
62361,20,82.9,2024-07-16 17:09:00.078932,
70137,22,54.07,2024-07-19 22:01:36.538155,services
55620,482,65.1,2024-07-24 09:44:18.675474,travel
51085,835,86.19,2024-07-18 08:08:46.211549,transport
91301,125,24.36,2024-07-01 13:10:49.897779,services
16344,574,42.2,2024-07-08 17:13:55.597014,transport
25801,901,29.34,2024-07-15 10:43:45.723312,transport
57246,326,76.27,2024-07-16 06:06:53.531346,travel
98492,556,24.86,2024-07-25 09:50:34.606468,entertainment
13947,959,99.98,2024-07-02 04:13:24.966025,transport
18154,601,61.14,2024-07-14 03:15:55.103720,transport
52228,235,6362.98,2024-07-30 13:01:58.841471,entertainment
29704,74,22.53,2024-07-03 17:17:17.075629,transport
84741,73,41.53,2024-07-11 11:55:04.341345,services
11707,176,2.03,2024-07-30 04:15:53.396491,entertainment
75289,392,62.35,2024-07-04 10:09:28.226597,transport
32484,352,13.52,2024-07-27 22:28:47.845168,services
20139,148,36.43,2024-07-18 20:09:06.229587,travel
30079,990,92.12,2024-07-04 09:43:51.145676,health
84294,952,13.32,2024-07-09 19:07:23.619342,travel
12117,690,10.87,2024-07-18 10:32:45.504785,travel
38179,624,42.18,2024-07-25 22:56:38.339237,health
13677,9,-97.37,2024-07-19 20:24:51.424068,
62106,723,87.34,2024-07-08 20:46:44.971082,entertainment
12928,197,78.01,2024-07-01 20:46:47.343146,
72436,127,-48.98,2024-07-25 13:05:23.325085,travel
12051,375,4.66,2024-07-07 21:06:57.706691,health
87854,437,87.27,2024-07-04 20:06:59.201031,health
65366,718,59.35,2024-07-19 19:12:49.788602,health
18215,723,26.0,2024-07-10 03:44:23.225889,services
32984,538,17.91,2024-07-23 23:56:23.811425,
21392,912,62.27,2024-07-23 23:48:57.489333,health
15143,512,29.95,2024-07-03 16:56:34.073637,health
86328,240,8.73,2024-07-13 13:20:34.050910,travel
60401,666,47.89,2024-07-28 09:39:28.282355,transport
56388,413,99.01,2024-07-30 07:32:07.882093,
3336,940,29.49,2024-07-20 21:21:20.870377,transport
97600,550,88.57,2024-07-01 08:41:58.822760,entertainment
95796,868,4971.76,2024-07-25 17:09:54.769796,transport
12380,933,-62.81,2024-07-23 15:52:55.881753,travel
97507,864,74.28,2024-07-27 04:34:54.193821,travel
96767,268,41.37,2024-07-04 15:47:36.713333,entertainment
97535,635,9429.75,2024-07-02 18:01:21.398706,travel
30163,801,37.23,2024-07-01 20:34:53.544974,health
97071,420,63.21,2024-07-28 08:45:47.232975,services
12715,630,78.93,2024-07-10 05:20:19.103737,entertainment
68195,837,36.32,2024-07-25 11:18:42.307595,travel
11176,556,81.27,2024-07-14 04:16:09.132385,transport
5496,302,42.38,2024-07-01 08:21:08.783640,transport
97531,340,75.94,2024-07-29 17:33:13.483392,travel
38001,146,52.12,2024-07-16 03:28:33.977312,entertainment
31347,765,71.02,2024-07-18 17:16:52.581154,health
7488,914,75.87,2024-07-24 05:08:17.217659,entertainment
21743,785,84.3,2024-07-21 14:11:14.821936,transport
58992,521,35.63,2024-07-10 22:27:32.809439,entertainment
83974,640,42.61,2024-07-23 01:47:16.852696,services
2449,211,86.15,2024-07-24 06:03:19.417410,entertainment
28595,101,17.66,2024-07-13 06:51:32.839111,transport
29532,544,76.66,2024-07-12 17:17:18.095288,services
30225,401,8085.05,2024-07-14 00:30:02.056411,travel
99875,564,71.32,2024-07-02 10:10:07.621939,services
36516,731,6748.23,2024-07-07 05:10:11.877807,travel
68803,444,22.99,2024-07-21 23:25:38.064425,entertainment
30093,822,98.4,2024-07-20 18:29:16.930318,health
90688,83,50.13,2024-07-01 16:28:21.434637,travel
89121,593,68.23,2024-07-24 19:26:37.135229,travel
68699,738,64.37,2024-07-20 18:48:51.082430,transport
1740,408,99.28,2024-07-11 12:05:03.026107,
44128,653,23.9,2024-07-10 13:54:48.679876,travel
57177,515,15.08,2024-07-02 02:11:02.837977,health
49605,678,5.42,2024-07-27 23:08:45.976961,
63710,851,75.66,2024-07-27 19:34:27.598287,entertainment
58279,161,5.79,2024-07-31 08:50:16.096860,health
82413,535,92.63,2024-07-22 22:23:52.135543,transport
43526,448,-64.5,2024-07-05 20:19:06.310013,health
16970,975,2.24,2024-07-10 06:17:42.244352,
37785,813,11.35,2024-07-15 23:02:53.901932,health
93151,761,24.69,2024-07-21 10:42:06.704765,health
44994,973,23.88,2024-07-25 17:43:46.011851,
50769,39,78.09,2024-07-29 11:57:42.246802,entertainment
33087,603,77.27,2024-07-31 11:38:36.337393,services
51733,558,93.12,2024-07-30 02:02:42.745472,services
17339,97,12.64,2024-07-16 22:49:24.833699,transport
71186,851,2.61,2024-07-26 18:48:00.460188,transport
83638,362,97.07,2024-07-13 08:53:08.168641,travel
67528,664,42.51,2024-07-19 14:41:07.188928,health
63757,300,14.53,2024-07-24 11:26:10.950881,travel
87872,741,62.51,2024-07-27 10:13:15.192600,transport
48718,342,62.51,2024-07-09 20:28:14.379470,health
69368,124,39.7,2024-07-18 20:23:27.551563,travel
45677,355,-10.48,2024-07-16 02:04:19.863356,travel
89453,411,7.85,2024-07-20 07:50:09.236663,services
88052,437,7651.31,2024-07-31 05:37:17.963717,travel
88082,327,51.24,2024-07-25 05:42:34.503621,transport
24165,536,94.08,2024-07-18 13:52:51.332090,transport
65559,26,77.06,2024-07-04 14:24:50.533454,services
32057,124,57.27,2024-07-10 04:48:15.345614,entertainment
46474,81,19.25,2024-07-06 18:11:33.108826,services
14814,852,31.49,2024-07-08 10:49:19.933486,services
91510,51,7043.14,2024-07-22 15:39:43.477782,entertainment
75072,903,58.5,2024-07-26 05:11:50.563139,entertainment
12239,49,14.59,2024-07-17 10:48:13.439049,services
25312,652,77.36,2024-07-03 11:10:18.098994,transport
58387,572,18.69,2024-07-20 19:52:53.845186,entertainment
44881,605,79.39,2024-07-24 03:30:25.305088,health
50932,949,83.44,2024-07-05 04:32:12.706979,services
10696,624,-46.56,2024-07-09 23:08:58.543120,health
39179,859,5389.44,2024-07-23 12:27:00.162301,travel
2773,74,7.52,2024-07-09 21:45:13.327980,health
61581,502,93.25,2024-07-10 07:56:50.353898,entertainment
48851,319,2.72,2024-07-05 07:37:31.135894,travel
71227,874,28.19,2024-07-27 12:02:56.034836,entertainment
48213,183,1955.61,2024-07-14 22:26:02.620328,entertainment
55939,646,53.9,2024-07-27 14:36:20.575668,health
28998,927,54.86,2024-07-29 13:12:07.647089,transport
81877,345,37.12,2024-07-28 21:43:48.181085,entertainment
1402,204,-26.03,2024-07-16 10:20:51.506667,travel
98074,900,59.94,2024-07-25 05:40:02.875411,services
5947,377,70.57,2024-07-08 21:38:38.505110,travel
17699,249,80.0,2024-07-10 12:48:11.336877,travel
62963,995,94.76,2024-07-12 03:07:38.662348,health
73891,41,8.05,2024-07-16 23:33:32.136992,travel
60505,896,60.98,2024-07-13 02:06:54.476224,transport
6972,361,-68.76,2024-07-17 14:52:46.271840,services
8582,298,4679.99,2024-07-02 14:37:38.275390,entertainment
653,257,50.0,2024-07-15 14:29:23.278509,entertainment
74077,727,15.96,2024-07-27 22:44:37.392543,travel
7267,186,39.08,2024-07-05 04:29:12.756097,health
65157,551,24.49,2024-07-18 15:11:04.679134,transport
15198,816,57.97,2024-07-26 07:58:09.073632,services
42693,793,39.14,2024-07-01 06:40:55.193637,transport
4693,793,4645.27,2024-07-08 09:20:18.200663,entertainment
38594,917,92.59,2024-07-27 19:00:46.232245,health
92383,675,-66.6,2024-07-13 14:59:44.967834,entertainment
41797,169,66.49,2024-07-05 03:48:51.284232,services
54111,435,66.27,2024-07-28 07:06:06.726990,health
84215,497,27.97,2024-07-03 00:10:43.762436,entertainment
41083,758,57.04,2024-07-30 16:00:35.512607,entertainment
72429,758,27.63,2024-07-20 15:48:21.215174,entertainment
82562,225,-90.95,2024-07-10 00:04:27.519703,services
77468,747,8298.85,2024-07-16 01:11:20.000576,travel
21687,536,60.35,2024-07-16 21:11:22.822587,services
86781,313,84.95,2024-07-16 12:18:55.992990,services
18852,915,16.83,2024-07-26 08:46:25.597139,health
49958,87,42.08,2024-07-01 18:08:24.637250,services
91066,707,44.92,2024-07-18 03:46:46.482078,services
18714,403,45.59,2024-07-17 00:03:29.460223,entertainment
57056,118,64.52,2024-07-16 05:42:30.118750,health
69323,527,86.8,2024-07-08 06:33:18.116380,entertainment
98675,744,74.26,2024-07-18 21:01:55.232541,entertainment
