transaction_id,user_id,transaction_amount,transaction_time,transaction_type
97206,127,98.62,2024-07-25 22:47:44.801530,services
41620,369,52.02,2024-07-14 16:06:05.499352,transport
75116,529,-82.37,2024-07-23 23:29:29.358481,
62237,155,41.74,2024-07-25 06:04:45.882658,transport
93275,342,-61.39,2024-07-12 06:03:10.684566,entertainment
74214,918,2.8,2024-07-17 23:10:10.698209,health
2391,601,6705.71,2024-07-25 19:53:26.027702,transport
35324,207,41.27,2024-07-03 07:42:43.631302,travel
61543,773,46.93,2024-07-14 00:01:30.371940,health
67486,107,88.25,2024-07-28 22:12:54.268008,entertainment
4347,571,74.42,2024-07-30 22:12:41.242639,transport
47112,866,4238.04,2024-07-24 22:33:24.424008,entertainment
42214,114,-92.62,2024-07-24 22:09:42.907671,travel
10653,815,67.68,2024-07-07 19:23:05.906568,services
75271,613,45.96,2024-07-09 22:26:40.045256,entertainment
24268,752,28.53,2024-07-24 23:42:07.106768,entertainment
36330,985,55.96,2024-07-08 16:52:04.453397,transport
14329,138,61.61,2024-07-20 19:38:21.275386,transport
24934,696,14.01,2024-07-01 16:20:03.665040,services
17705,374,6667.09,2024-07-16 12:59:24.320069,entertainment
59799,366,-19.23,2024-07-16 13:34:51.542004,entertainment
92408,465,72.34,2024-07-23 11:17:36.060137,entertainment
78317,382,31.5,2024-07-14 01:38:27.615395,travel
517,690,50.33,2024-07-11 05:47:24.340144,transport
32012,732,45.39,2024-07-09 09:37:56.978881,health
53266,835,20.52,2024-07-17 11:44:52.649379,health
35628,96,73.99,2024-07-02 23:32:27.366743,transport
74723,259,-29.52,2024-07-25 22:30:33.087275,transport
51426,539,35.8,2024-07-27 02:45:46.083296,entertainment
8912,607,-90.9,2024-07-11 18:18:28.413140,travel
34525,384,10.83,2024-07-15 15:20:38.264728,entertainment
64155,253,17.56,2024-07-13 03:45:33.663792,health
94302,148,99.66,2024-07-10 02:45:45.265945,transport
15999,570,42.71,2024-07-01 18:15:19.973007,health
71044,729,82.2,2024-07-12 12:56:23.861838,health
10543,266,59.27,2024-07-02 16:00:56.483875,services
67418,651,47.17,2024-07-04 09:49:55.932621,transport
48395,515,70.1,2024-07-16 12:56:22.722672,services
56395,883,61.6,2024-07-12 08:39:34.107421,health
7996,978,55.19,2024-07-08 22:53:19.360405,entertainment
83842,596,22.14,2024-07-09 10:25:32.683211,services
95850,484,49.42,2024-07-03 09:34:56.947988,entertainment
14687,919,21.55,2024-07-29 00:28:53.053536,entertainment
14757,968,1.76,2024-07-09 22:23:08.510743,services
16743,954,68.94,2024-07-18 12:16:23.057437,entertainment
84853,598,89.22,2024-07-04 02:54:50.990640,services
26031,605,92.2,2024-07-24 21:39:32.526382,
95534,275,29.14,2024-07-21 17:48:54.577091,transport
52569,21,80.45,2024-07-10 04:41:34.542308,entertainment
17652,622,28.44,2024-07-29 11:42:22.268315,health
53040,40,95.13,2024-07-11 21:33:53.131412,travel
81900,525,79.86,2024-07-09 12:07:25.527923,services
11198,387,34.51,2024-07-12 10:57:56.470177,health
76959,746,62.09,2024-07-08 21:16:11.033461,services
69686,783,42.86,2024-07-28 00:11:43.388219,entertainment
4665,436,22.52,2024-07-31 23:47:53.267591,entertainment
11339,835,96.08,2024-07-11 20:10:57.399738,travel
43106,143,98.83,2024-07-01 07:57:59.412384,travel
94646,182,7677.76,2024-07-29 22:21:50.145711,travel
35645,929,46.39,2024-07-05 09:16:07.299515,services
44035,962,12.43,2024-07-13 19:26:47.133566,services
87941,963,35.41,2024-07-08 15:27:44.740741,transport
47309,8,27.05,2024-07-16 18:47:29.498909,travel
60106,562,24.37,2024-07-12 13:39:50.153198,services
93259,368,73.63,2024-07-04 11:20:18.127717,services
86194,856,21.28,2024-07-12 22:09:01.105314,
84517,49,54.74,2024-07-30 03:51:10.278614,entertainment
86282,862,29.95,2024-07-17 03:53:10.055245,entertainment
13957,301,67.55,2024-07-18 20:47:43.478162,entertainment
44224,722,28.6,2024-07-17 22:16:58.281734,services
17530,8,79.68,2024-07-11 00:19:56.938788,health
64382,25,7157.37,2024-07-19 03:47:10.930252,health
13042,6,78.64,2024-07-06 17:24:41.140675,health
67703,403,16.86,2024-07-05 14:42:43.280969,health
74825,730,54.28,2024-07-03 10:53:36.472194,services
3451,974,46.92,2024-07-26 19:56:49.030132,transport
16087,55,95.7,2024-07-18 14:54:05.516886,transport
73414,890,28.39,2024-07-21 02:51:22.085203,health
7598,254,62.24,2024-07-22 16:02:26.872434,transport
56459,348,58.39,2024-07-22 13:01:39.078509,travel
51134,702,3553.87,2024-07-29 05:16:38.499988,health
33341,510,29.06,2024-07-28 16:18:38.156585,health
1780,904,35.95,2024-07-21 01:33:42.963513,health
19285,563,22.29,2024-07-21 15:04:19.343234,entertainment
1612,108,22.35,2024-07-16 17:35:26.647197,entertainment
68768,423,83.05,2024-07-14 03:57:27.633876,
99426,3,60.17,2024-07-04 08:32:09.454739,transport
79912,110,64.46,2024-07-26 22:17:17.671227,health
85228,677,6.67,2024-07-21 22:40:23.272208,health
13040,830,15.18,2024-07-13 10:55:35.184091,
91048,968,6236.11,2024-07-08 23:23:10.434587,services
72994,191,68.77,2024-07-01 15:10:16.903779,entertainment
20491,218,96.49,2024-07-29 11:51:11.794752,entertainment
59526,360,32.07,2024-07-03 03:20:00.623023,health
22799,956,4.49,2024-07-23 15:00:38.867289,transport
98055,986,72.59,2024-07-04 13:28:10.794532,transport
76067,440,81.99,2024-07-16 19:20:04.247715,transport
17795,37,51.61,2024-07-07 01:42:02.531718,health
98561,923,59.8,2024-07-21 07:16:39.909592,health
87014,711,4.55,2024-07-09 18:17:55.328121,entertainment
23061,727,-55.08,2024-07-12 18:56:58.537126,travel
33045,7,93.82,2024-07-22 13:54:18.525645,travel
91169,282,23.77,2024-07-10 15:06:13.322147,health
31920,367,9863.27,2024-07-23 01:59:03.983315,travel
10,786,2.3,2024-07-09 04:52:47.438279,transport
6176,662,96.25,2024-07-24 22:44:28.073368,services
82066,746,53.46,2024-07-08 23:00:10.097246,travel
55788,711,3.04,2024-07-16 14:10:49.666986,
49591,294,-53.43,2024-07-22 00:28:39.365491,services
41753,545,3594.86,2024-07-10 16:35:11.498185,travel
53534,796,60.25,2024-07-30 13:20:37.940850,health
53497,803,99.71,2024-07-12 13:33:31.833485,services
17171,461,7372.22,2024-07-18 16:31:55.611283,travel
41021,113,19.49,2024-07-19 10:17:44.277870,travel
86239,179,58.08,2024-07-29 23:15:59.231468,services
83279,123,83.04,2024-07-13 11:47:06.328707,transport
88231,857,75.99,2024-07-13 01:29:39.465921,transport
22696,813,38.81,2024-07-13 05:17:41.313057,health
69930,553,7.52,2024-07-27 09:30:42.798127,travel
73531,755,79.93,2024-07-06 23:11:11.451459,services
74525,315,34.93,2024-07-21 02:45:51.669552,entertainment
56361,536,46.22,2024-07-17 13:56:09.554848,health
50994,212,69.47,2024-07-24 03:26:25.819201,entertainment
69209,883,3.04,2024-07-27 04:31:40.217491,entertainment
11244,501,4.48,2024-07-21 00:00:52.690183,health
45783,621,86.04,2024-07-04 13:00:58.203797,entertainment
70009,975,56.75,2024-07-22 23:10:03.049051,entertainment
95598,707,5616.94,2024-07-25 23:24:34.152667,entertainment
20654,524,37.76,2024-07-13 03:45:48.293917,health
29868,499,8.85,2024-07-08 08:00:07.093184,transport
80366,567,37.96,2024-07-26 10:17:35.642224,travel
50696,277,93.95,2024-07-05 02:22:57.946672,entertainment
18588,615,3.08,2024-07-10 03:13:23.820862,services
66947,152,5.87,2024-07-06 21:51:38.170698,travel
18308,328,90.91,2024-07-26 10:29:19.141738,transport
71948,935,92.34,2024-07-04 19:10:59.802285,health
43864,110,4.75,2024-07-05 07:51:17.132040,transport
17355,472,16.19,2024-07-08 01:03:29.888511,transport
42475,34,80.46,2024-07-30 17:52:44.363685,travel
27070,147,88.58,2024-07-14 10:39:46.550885,travel
24310,892,95.58,2024-07-18 08:38:05.546329,services
58745,996,96.03,2024-07-31 07:17:18.310634,transport
97473,232,48.21,2024-07-04 02:57:23.047649,health
84523,104,45.91,2024-07-23 00:49:16.848225,entertainment
10711,582,71.95,2024-07-05 12:47:44.686655,transport
82211,937,64.1,2024-07-29 10:09:07.649380,services
72142,991,25.26,2024-07-21 13:25:00.811435,travel
23236,955,28.16,2024-07-01 10:06:42.008701,health
13196,971,47.35,2024-07-13 14:51:46.708889,travel
51203,128,36.47,2024-07-31 12:03:50.103711,services
54391,964,11.59,2024-07-08 00:12:59.578469,health
40434,510,80.43,2024-07-22 13:40:09.888914,entertainment
84621,599,81.03,2024-07-10 12:44:15.116736,entertainment
12865,907,70.29,2024-07-06 23:06:16.799449,entertainment
72402,482,37.46,2024-07-12 15:22:13.874926,travel
60996,193,97.42,2024-07-15 17:56:59.584082,travel
71769,356,5.63,2024-07-16 00:35:37.950700,transport
19505,857,91.62,2024-07-16 11:21:51.443437,health
80532,305,60.44,2024-07-20 19:43:07.509063,transport
78799,227,50.62,2024-07-21 17:07:43.962442,
86667,422,29.33,2024-07-12 06:31:40.158343,
90650,286,89.33,2024-07-27 05:51:39.750570,travel
60967,306,83.76,2024-07-17 00:45:09.664242,
22240,151,74.6,2024-07-30 01:39:32.616966,services
29815,72,9.9,2024-07-07 17:51:56.614234,entertainment
98976,708,53.97,2024-07-04 04:47:21.013304,health
75162,542,40.29,2024-07-29 07:46:21.371933,
49550,848,84.2,2024-07-04 15:12:11.034624,health
39341,233,71.37,2024-07-02 06:48:57.421521,entertainment
21133,412,89.72,2024-07-02 01:32:21.081534,travel
51857,701,32.62,2024-07-25 21:29:12.452497,services
44712,958,28.19,2024-07-20 20:06:16.914397,health
93277,947,8201.2,2024-07-15 02:34:24.976562,transport
76159,795,44.68,2024-07-08 07:25:21.826829,services
94970,159,-6.33,2024-07-22 06:48:06.636466,
48781,43,70.62,2024-07-14 23:02:05.405149,transport
92703,856,1207.85,2024-07-17 14:33:07.588132,entertainment
76065,184,1356.13,2024-07-03 18:26:12.517816,health
19191,972,3.87,2024-07-27 08:49:29.350209,services
41604,967,24.56,2024-07-20 19:49:01.781312,travel
38060,272,57.69,2024-07-18 17:13:12.561350,entertainment
66988,834,22.28,2024-07-06 03:50:58.610036,health
99184,784,28.33,2024-07-18 18:29:14.296183,services
10411,394,78.07,2024-07-15 20:07:53.968650,travel
22102,672,25.57,2024-07-20 23:45:19.086919,transport
33210,559,24.88,2024-07-16 11:40:30.233283,services
13717,243,2719.57,2024-07-12 09:13:42.253336,transport
16051,353,86.26,2024-07-04 14:37:37.539040,travel
33632,987,21.69,2024-07-29 21:13:11.496648,health
37091,67,80.1,2024-07-23 09:13:27.632828,transport
34051,374,24.46,2024-07-11 15:23:22.002226,entertainment
22130,476,10.55,2024-07-08 19:06:58.163975,entertainment
6765,967,30.02,2024-07-27 06:48:23.357591,services
73958,308,38.72,2024-07-07 01:41:31.626173,health
8278,500,34.31,2024-07-17 02:21:45.119464,health
1655,328,47.47,2024-07-29 03:49:55.107109,services
91482,263,19.22,2024-07-09 15:24:32.073087,transport
44109,5,7718.57,2024-07-16 14:33:33.984413,transport
64996,450,10.61,2024-07-02 20:38:46.205255,entertainment
13101,484,4.18,2024-07-10 00:38:03.424834,services
32855,785,6.76,2024-07-26 22:17:17.332476,services
87805,260,88.95,2024-07-26 09:06:33.888070,travel
7130,145,5.94,2024-07-11 13:54:30.923692,entertainment
28728,355,52.98,2024-07-03 01:49:14.085143,travel
47794,271,48.93,2024-07-01 07:50:36.188291,services
98809,304,18.79,2024-07-29 18:34:30.322904,services
69688,201,59.68,2024-07-09 13:07:12.540016,travel
21959,654,99.06,2024-07-06 16:49:13.089349,entertainment
85509,112,77.82,2024-07-06 23:35:54.032416,entertainment
73332,317,82.01,2024-07-30 16:25:28.804011,travel
89126,950,10.3,2024-07-08 08:46:58.746154,health
25871,381,23.23,2024-07-12 09:59:19.821769,travel
11937,167,51.67,2024-07-30 19:11:03.566004,transport
42320,391,61.21,2024-07-28 09:43:01.057151,transport
92467,464,85.47,2024-07-05 00:37:36.994224,health
68358,110,3.7,2024-07-03 09:37:08.214850,health
35219,486,81.99,2024-07-20 10:27:39.258851,entertainment
32705,640,-54.99,2024-07-08 00:02:08.022401,entertainment
68746,140,11.06,2024-07-13 16:03:36.945787,transport
80597,853,16.17,2024-07-04 15:06:37.911976,travel
6001,822,13.68,2024-07-15 17:45:42.555469,travel
22945,157,9.65,2024-07-20 20:29:39.221082,travel
18851,7,40.98,2024-07-24 10:14:31.597708,services
38873,376,39.37,2024-07-19 07:53:05.623516,transport
19221,338,34.4,2024-07-17 01:47:45.553431,entertainment
10499,928,78.97,2024-07-11 14:37:19.027053,travel
47680,694,24.74,2024-07-20 01:56:26.400193,travel
21146,719,4085.37,2024-07-23 05:10:38.580326,transport
23387,225,36.44,2024-07-24 16:25:14.156467,health
54831,790,36.97,2024-07-27 01:20:12.873184,transport
48409,622,9121.45,2024-07-25 08:01:38.469572,entertainment
36946,409,98.21,2024-07-05 10:06:20.033243,
63530,925,95.18,2024-07-26 07:10:56.535047,entertainment
52425,788,34.45,2024-07-01 21:31:46.908923,transport
52537,696,79.66,2024-07-07 13:35:16.120646,entertainment
51529,171,3.04,2024-07-10 20:49:08.592701,services
33995,592,52.28,2024-07-17 18:20:57.540637,transport
75237,923,-88.28,2024-07-28 19:04:14.986788,travel
66143,248,82.74,2024-07-30 19:21:17.495455,health
40432,114,89.47,2024-07-04 09:15:15.372033,entertainment
79508,967,-21.19,2024-07-25 12:25:04.373208,
50105,336,19.09,2024-07-31 15:13:55.450428,health
90067,382,-69.54,2024-07-03 19:49:17.471794,health
52405,21,74.79,2024-07-14 07:16:50.168859,services
83514,479,17.97,2024-07-18 12:51:17.230956,entertainment
11082,983,16.14,2024-07-21 14:58:45.460842,entertainment
58283,116,36.81,2024-07-23 02:52:07.589790,transport
67727,687,58.19,2024-07-11 13:42:49.486374,travel
82811,732,25.32,2024-07-06 21:18:28.035393,health
94289,770,4.39,2024-07-15 10:35:50.580989,entertainment
68788,323,73.09,2024-07-01 07:16:51.566593,travel
26187,490,40.46,2024-07-19 03:56:45.557469,entertainment
13772,363,2523.54,2024-07-08 17:06:06.844455,entertainment
92066,549,26.84,2024-07-22 12:45:18.851843,entertainment
71433,26,2817.4,2024-07-12 15:30:11.248048,travel
4754,638,20.42,2024-07-04 20:20:56.894134,entertainment
20646,583,31.49,2024-07-22 02:36:30.897362,health
70821,124,66.97,2024-07-07 05:32:50.038414,health
98838,59,92.99,2024-07-06 03:50:24.226829,transport
68630,42,40.8,2024-07-02 18:27:52.633103,travel
42894,75,6670.78,2024-07-26 23:24:12.356237,services
61143,445,68.81,2024-07-30 18:50:18.702772,entertainment
41386,665,94.92,2024-07-09 21:51:58.460262,travel
